catalog_number,location
48314,"Gressoney, Aosta, Piemonte, Italy"
48315,"Ora (Auer), Bolzano, Trentino-Alto Adige, Italy"
48319,"Predazzo, Bolzano, Trentino-Alto Adige, Italy"
48320,"Artik, Armenia"
48321,"Teolo, Colli Euganei, Padova, Veneto, Italy"
48322,"Weidenhahn, Westerwald, Rhineland-Palatinate, Germany"
48323,"Abano Terme, Colli Euganei, Padova, Veneto, Italy"
48324,"Sparta, Lakonien, Greece"
48325,"Sutareboda, Smaland, Sweden"
48326,"Nixdorf near Bautzen, Dresden, Saxony, Germany"
48327,"Bottenhorn, Dillenburg, Hesse, Germany"
48328,"Fichtelberg, Beyreuth, Bavaria, Germany"
48329,"Santiago de Compostela, Galicien, Spain"
48331,"Römperöd, Skane, Sweden"
48332,"Michelnau, Nidda, Wetterau, Hesse, Germany"
48333,"Bell, Andernach, Mayen-Koblenz, Rhineland-Palatinate, Germany"
48334,"Ettringen, Mayen-Koblenz, Rhineland-Palatinate, Germany"
48335,"Ischia, Napoli, Italy"
48336,"Etsch (Adige), Bolzano, Trentino-Alto Adige, Italy"
48338,"Chiesa in Valmalenco, Sondrio, Lombardia, Italy"
48339,"Torre di Santa Maria, Sondrio, Lombardia, Italy"
48340,"Macaubas e Boquira, Bahia, Nordeste, Brazil"
48341,"Alta, Finnmark, Finland"
48342,"Valmalenco, Sondrio, Lombardia, Italy"
48344,"Favang, Oppland, Norway"
48345,"Varallo, Verbano-Cusio-Ossola, Piemonte, Italy"
48347,"Val Antigorio, Verbano-Cusio-Ossola, Piemonte, Italy"
48348,"Simplon/Sempione, Verbano-Cusio-Ossola, Piemonte, Italy"
48349,"Stjörna, Norway"
48350,"Crodo, Val Antigorio, Verbano-Cusio-Ossola, Piemonte, Italy"
48351,"Valmasino, Sondrio, Lombardia, Italy"
48352,"Formazza, Verbano-Cusio-Ossola, Piemonte, Italy"
48353,"Juparana, Rio de Janeiro, Brazil"
48354,"Val d'Ossola, Verbano-Cusio-Ossola, Piemonte, Italy"
48356,"San Luis, Sierra de Cordoba, Argentina"
48358,"Domodossola, Verbano-Cusio-Ossola, Piemonte, Italy"
48359,"Otta, Oppland, Norway"
48361,"Oripää, Finnisches Seengebiet, Finland"
48362,"Alberga, Södermanland, Sweden"
48363,"Kabelli, Bangalore, Karnataka, India"
48364,"Crestadossola, Domodossola, Verbano-Cusio-Ossola, Piemonte, Italy"
48365,"Stazzema, Lucca, Toscana, Italy"
48367,"Carrara, Massa Carrara, Toscana, Italy"
48369,"Borba, Alentejo, Spain"
48370,"Colle Val d'Elsa, Siena, Toscana, Italy"
48376,"Monte Gonari, Nuoro, Sardinien, Italy"
48378,"Umgebung von Estremoz, Alentejo, Spanine"
48379,"Valdieri, Cuneo, Piemonte, Italy"
48380,"Las (Laas), Bolzano, Trentino-Alto Adige, Italy"
48382,"Candoglia, Verbano-Cusio-Ossola, Piemonte, Italy"
48384,"Umgebung von Halmstad, Sweden"
48386,"Goa, India"
48388,"Pfunders, Bolzano, Trentino-Alto Adige, Italy"
48390,"Drenovci, Croatia"
48391,"La Toma, Argentina"
48392,"Collemandina, Lucca, Toscana, Italy"
48393,"Trigaches, Estremoz, Alentejo, Spain"
48394,"Theuma, Aue, Thuringia, Germany"
48399,"Umgebung von Arandelovac, Serbia"
48402,"Webern, Odenwald, Hesse, Germany"
48404,"Bangalore, India"
48406,"Kuppam, Andra Pradesh, India"
48409,"Bugey, Ain, Rhône-Alpes, France"
48411,"Berghausen, Karlsruhe-Durlach, Baden-Württemberg, Germany"
48413,"Wössingen, Walzbachtal, Karlsruhe, Baden-Württemberg, Germany"
48414,"Bauschlott, Neulingen, Enzkreis, Baden-Württemberg, Germany"
48415,"Karlsruhe-Durlach, Baden-Württemberg, Germany"
48417,"Emmendingen, Freiburg, Baden-Württemberg, Germany"
48418,"Söllingen (Pfinztal), Enzkreis, Baden-Württemberg, Germany"
48420,"Wollbach-Kandern, Lörrach, Baden-Württemberg, Germany"
48421,"Tannenkirch, Lörrach, Baden-Württemberg, Germany"
48423,"Welmlingen (Efringen-Krichen), Lörrach, Baden-Württemberg, Germany"
48427,"Efringen-Krichen, Lörrach, Baden-Württemberg, Germany"
48432,"Wintersweiler (Efringen-Krichen), Lörrach, Baden-Württemberg, Germany"
48433,"Mouzaki-Steinbruch, Pendeli Oros (Pentelikon), Attica, Greece"
48437,"Spilia-Steinbruch, Pendeli Oros (Pentelikon), Attica, Greece"
48440,"Kokkinara-Steinbruch, Pendeli Oros (Pentelikon), Attica, Greece"
48444,"Hymettus (Hemittos/Ymittos), Attica, Greece"
48447,"Agrileza-Steinbruch, Lavrion (Laurium), Attica, Greece"
48449,"Ober-Sounion, Lavrion (Laurium), Attica, Greece"
48451,"Island Paros, Kykladen, Greece"
48453,"Moravia, Tschech. Republik"
48458,"Scortaseo, Selva, Poschiavo, Grisons, Switzerland"
48459,"Mogok, Sagaing, Mandalay, Myanmar (Burma)"
48460,"Ava, Sri Lanka"
48464,"Volkstedt, Eisleben, Mansfelder Land, Saxony-Anhalt, Germany"
48465,"Kongsberg, Buskerud, Norway"
48466,"Flesberg, Buskerud, Norway"
48467,"Alamos, Sonora, Mexico"
48504,"Johanneszeche, Göpfersgrün, Wunsiedel im Fichtelgebirge, Bavaria, Germany"
48506,"Mine Georg, Willroth, Altenkrichen, Rhineland-Palatinate, Germany"
48507,"Musonoi Mine, Kolwesi, Katanga (Shaba), Demokratische Republik Congo (Zaire)"
48508,"Sparta, Randolph County, Illinois, USA"
48509,"Mine Bayerland, Pfaffenreuth, Waldsassen, Oberpfalz, Bavaria, Germany"
48510,"Mine Louise, Horhausen, Altenkirchen, Rhineland-Palatinate, Germany"
48511,"Searles Lake, San Bernardino County, Kalifornien, USA"
48512,"Gehude, Hannover, Lower Saxony, Germany"
48514,"Diamantina, Minas Gerais, Brazil"
48515,"Sacarimb (Nagyag), Hunedoara, Romania"
48468,"Mine Menso Ccapac Cusco, Cusco, Peru"
48469,"Ouray County, Colorado, USA"
48470,"Tipuani-Mine, Sorata, Larecajo Province, La Paz, Bolivia"
48471,"Verespatak (Veröspatak), Apuseni, Alba, Romania"
48472,"Jilove (Eule), Bohemia, Tschech. Republik"
48473,"Moschellandsberg, Obermoschel, Donnersbergkreis, Rhineland-Palatinate, Germany"
48474,"Uivfaq (Ovifak), Quequertarsuaq-Insel, Kitaa (Wsetgrönland), Greenland"
48475,"Harstingen Mine, Pajsberg, Filipstad, Värmland, Sweden"
48476,"Eisleben, Mansfelder Land, Saxony-Anhalt, Germany"
48478,"Vranice, Bohemia, Tschech. Republik"
48479,"Hurky u Cista, Velka Chmelistna (Grossmeleschen), Rakovnik, Bohemia, Tschech. Republik"
48480,"Bleikvassli Mine, Bleikvassli, Hemnes, Nordland, Norway"
48481,"Herja Mine (Kisbanya), Baia Mare (Nagybanya), Maramures, Romania"
48482,"Lueshe Mine, Kivu, Demokratische Republik Congo (Zaire)"
48486,"Fat Jack Mine, Lane Mountain, Crown King, Yavapai County, Arizona, USA"
48487,"Boron, Kramer District, Kern County, California, USA"
48489,"Grabenbach, Golling, Salzburg, Austria"
48491,"Skopje (Üsküp), North Macedonia"
48493,"Rattlesnake Butte, Jackson County, South Dakota, USA"
48495,"Cerro de Pasco, Pasco, Peru"
48496,"Froland, Aust-Agder, Norway"
48497,"Lake Jaco, Sierra de la Cruz, Coahuila, Mexico"
48499,"Williamstown, Südaustralien, Australia"
48500,"Schneckenstein, Klingenthal, Saxony-Anhalt, Germany"
48501,"Phonolith-Steinbruch, Rupsroth, Hessische Rhön, Fulda, Hesse, Germany"
48502,"Jos Plateau, Plateau, Nigeria"
48503,"Lujavre Urt, Lovozero-Massiv, Halbinsel Kola, Murmansk Oblat, Russia"
48517,"Alp Urezza, Poschiavo, Grisons, Switzerland"
48518,"Piz Tomül, Safien, Grisons, Switzerland"
48526,"Kohistan, Pakistan"
48537,"Mt. Gee, North Flinders Ranges, Flinders Ranges, South Australia, Australia"
48538,"Manandona-Tal, Mt Bity- (Ibity)-Gebiet, Antananariov-Provinz, Madagascar"
48540,"Shangbao-Mine, Leiyang, Hengyang, Province Hunan, China"
48541,"El Souf, Province El Oued, Algeria"
48542,"Mont Claret, Saint-Georges-Haut-Ville, Loire, Rhône-Alpes, France"
48545,"Firma Lonza (Bodio, Ticino, Switzerland oder Waldshut, Baden-Württemberg, Germany)"
48546,"Ferrochromfabrik Bodio, Ticino, Switzerland"
48552,"Firma Ciba, Switzerland"
48553,"Roggenburg, Baselland, Switzerland"
48555,"Bettinger Bächlein, Riehen, Basel-Stadt, Switzerland"
48556,"Neudorfstrasse in Basel, Switzerland"
48557,"Môtiers, Neuchâtel, Switzerland"
48562,"Galizien, Spain"
48566,"Brighton, East Sussex, England"
48567,"Basel, Switzerland"
48570,"Kandern-Wollbach, Lörrach, Baden-Württemberg, Germany"
48572,"Gilson, France"
48580,"Locarno, Ticino, Switzerland"
48582,"Monthey, Valais, Switzerland"
48584,"Zeche Rosenblume Delle, Mülheim an der Ruhr, North Rhine-Westphalia, Germany"
48585,"Zeche Friedlicher Nachbar, Bochum, North Rhine-Westphalia, Germany"
48586,"Zeche Mana E., Essen, North Rhine-Westphalia, Germany"
48587,"Winterthur, Zürich, Switzerland"
48591,"Piz Grisch, Ausserferrera, Grisons, Switzerland"
48603,"Totesee (Grimselpass), Oberwald, Valais, Switzerland"
48606,"GEC, USA"
48607,"Albbruck, Waldshut, Baden-Württemberg, Germany"
48625,"Rammelsberg, Lower Saxony, Germany"
48630,"Melchtal, Obwalden, Switzerland"
48632,"Choindez, Jura, Switzerland"
48643,"Holzappel, Nassau, Rheinalnd-Pfalz, Germany"
48659,"Penang, China"
48662,Germany/Poland
48663,"Hagenthal-le-Haut, Haut-Rhin, France"
48667,"Papandazon, Java"
48668,"Salsomaggiore Terme, Parma, Italy"
48670,"Heilbronn, Baden-Württemberg, Germany"
48673,"Kohlenmine Many, Féjer, Hungary"
48674,"Zofingen, Aargau, Switzerland"
48681,"Val d'Andose, Italy"
48684,Amakuta Insula
48685,"Lohe near Siegen, North Rhine-Westphalia, Germany"
48689,"Servez, Switzerland"
48692,"Orbis, Rhineland-Palatinate, Germany"
48706,"Bergamo, Lombardia, Italy"
48707,"Gundelfingen, Baden-Württemberg, Germany"
48708,"Teneriffa, Spain"
48709,"Bornholm, Rønne, Denmark"
48710,"Tischenreuth, Oberpfalz, Bavaria, Germany"
48711,"Buffalo, Nex York, USA"
48712,"Berlin, Germany"
48713,"Möhlin, Aargau, Switzerland"
48714,"Saline Schweizerhalle, Augst, Baselland, Switzerland"
48719,"Würzburg, Bavaria, Germany"
48730,"Saline de Gontunons, France"
48735,"Spania Dolina (Herrengrund), Slovakia"
48742,"Baden, Baden-Württemberg, Germany"
48744,"Mine San Bartolomé Colquechaca, Chayanta, Potisí, Bolivia"
48747,"Biel-Benken, Baselland, Switzerland"
48748,"Schloss Reichenstein, Arlesheim, Baselland, Switzerland"
48749,"Les Lavoirs, S.E. Séprais, France"
48750,"Gänsbrunnen, Solothurn, Switzerland"
48751,"Séprais, France"
48753,"Himmelried, Solothurn, Switzerland"
48754,"Populonia near Piombino, Livorno, Toscana, Italy"
48755,"Guldental near Bogental, Bad Kreuznach, Rhineland-Palatinate, Germany"
48758,"Arzat near Nicho, Turkey"
48761,"Geisslautern near Dillenburg, Hesse, Germany"
48763,"Rondez, Jura, Switzerland"
48769,"Bad Bertrich, Rhineland-Palatinate, Germany"
48772,"Courrendlin, Jura, Switzerland"
48775,"Bülach, Zürich, Switzerland"
48779,"Moskau, Russia"
48784,"Karlsruhe, Baden-Württemberg, Germany"
48785,"Venedig, Venezia, Italy"
48786,"Aachen, North Rhine-Westphalia, Germany"
48795,"Ajaccio, Korsika, France"
48797,"Mittagsstock, Göscheneralp, Uri, Switzerland"
48799,"Sumatra, Indonesia"
48801,"Stollberg near Aachen, North Rhine-Westphalia, Germany"
48804,"Lyon, France"
48805,"Langenthal, Bern, Switzerland"
48807,"Laufen, Baselland, Switzerland"
48809,"Tschelabas, Russia"
48813,"Niederurnen, Glarus, Switzerland"
48821,"Nouvelle-Calédonie (Neukaledonien/SW-Pazifik), France"
48828,"Rom, Italy"
48829,"Bocca di Cadlimo, Ticino, Switzerland"
48834,"Rhodos, Greece"
48838,"Olgiasca, Ticino, Switzerland"
48841,"Elsass, France"
48842,"Munt Buffalora, Tschierv, Grisons, Switzerland"
48844,"Birskopf, Basel, Switzerland"
48845,"Val di Chironico, Ticino, Switzerland"
48846,"Rinderstock, Silenen, Uri, Switzerland"
48848,"Sion, Valais, Switzerland"
48849,"Vrin, Grisons, Switzerland"
48875,"Schwarzbergalp, Saas Almagell, Valais, Switzerland"
48876,"Gotthardstrassentunnel, Airolo, Ticino, Switzerland"
48877,"Mulegns, Grisons, Switzerland"
48887,"Val d'Err, Tinizong-Rona, Grisons, Switzerland"
48913,"Quarry near Egerkingen, Solothurn, Switzerland"
48918,"Birsfelden, Basel-Landschaft, Switzerland"
48895,"Schisshyttan, Västra Silvberg, Ludvika, Dalarna, Sweden"
48922,"Clausthal, Harz, Lower Saxony, Germany"
48923,"Mine Concordia, Marktredwitz, Bavaria, Germany"
48924,"Tscherberg, Dravograd (Unterdrauburg), Slovenia"
48926,"Kaiserstuhl (Oberrotweil, Sponeck), Freiburg, Baden-Württemberg, Germany"
48927,"Rocca Castellaccio, Torre di Santa Maria, Sondrio, Lombardia, Italy"
48929,"Mine Simson, Wittichen, Freudenstadt, Baden-Württemberg, Germany"
48932,"Haut-Rhin/Bas-Rhin,France"
48936,"Leuk, Valais, Switzerland"
48938,"Kandivali-Steinbruch, Mumbai District (Bombay District), Maharashtra, India"
48939,"Panasqueira, Covilha, Castelo Branco, Portugal"
48940,"Hall im Tirol, Tirol, Austria"
48957,"Drun(-Tobel), Tujetsch, Grisons, Switzerland"
48965,"Muota Naira (Stgeina Muota), Tujetsch, Grisons, Switzerland"
48977,"Mine Horn, Kandergrund, Bern, Switzerland"
48978,"Hüfihütte, Silenen, Uri, Switzerland"
48979,"Flühli, Sachseln, Obwalden, Switzerland"
48983,"Courtemaîche, Jura, Switzerland"
48984,"Rickenbacher Mühle und Delémont, Jura, Switzerland"
48998,"Bohrloch XIII, Saline Schweizerhalle, Augst, Basel-Landschaft, Switzerland"
49005,"Quarry, Liesberg, Basel-Landschaft, Switzerland"
49006,"Quarry Wagner (unterer/kleiner Quarry), Münchenstein, Basel-Landschaft, Switzerland"
49014,"Mine Schwarzenmatt, Boltigen, Bern, Switzerland"
49018,"Kiesgrube Metzger, Rheinfelden, Aargau, Switzerland oder Germany"
49020,"Combe des Boules, Boécourt, Jura, Switzerland"
49022,"Ruine Saugern, Switzerland"
49023,"Hof Lammlismatt, Chaltbrunnental, Brislach, Basel-Landschaft, Switzerland"
49024,"Kohlerhöhle, Chaltbrunnental, Brislach, Basel-Landschaft, Switzerland"
49026,"Schönrain, Hochwald, Solothurn, Switzerland"
49030,"Predigerkriche Basel, Basel, Basel-Stadt, Switzerland"
49031,"katholische Pfarrkirche Wieslikon, Wieslikon, Aargau, Switzerland"
49035,"Huppergrube Rickenbacher Mühle near Olten, Solothurn, Switzerland"
49038,"Le Gypse, La Caquerelle, Asuel, Jura, Switzerland"
49040,"Huppergrube Rickenbacher Mühle, Basel-Landschaft, Switzerland"
49043,"Hof Humbel, Waldenburg, Basel-Landschaft, Switzerland"
49045,"Le Goilly, Mont Chemin, Vollèges, Valais, Switzerland"
49046,"Mine de Grand-Praz, Ayer, Valais, Switzerland"
49048,"Moräne Findelgletcher (Findengletscher), Zermatt, Valais, Switzerland"
49049,"Mine de Tignousa supérieur, Saint-Luc, Valais, Switzerland"
49050,"Mine de Siviez, Nendaz, Valais, Switzerland"
49056,"Gros Tiu, Collonges, Valais, Switzerland"
49060,"Druckstollen Massaschlucht, Naters, Valais, Switzerland"
49062,"Val dell Cantine, Curio, Ticino, Switzerland"
49065,"Le Coulat, Bex, Valais, Switzerland"
49067,"Mine d'Isérables, Isérables, Valais, Switzerland"
49068,"Nežilovo, Mezedonien"
49069,"Ohngaing, Kyank-Pyat-Thet, Mogok, Myanmar (Burma)"
49071,"Pargas (Parainen), Turku-Pori, Finland"
49072,"Persberg, Filipstad, Värmland, Sweden"
49074,"Saline Schweizerhalle, Muttenz, Basel-Landschaft, Switzerland"
49075,"oberstes Val di Capolo, Palagnedra, Ticino, Switzerland"
49088,"Quarry Sur Montni, Courtemaîche, Jura, Switzerland"
49144,"Moctezuma Mine (Mina la Bambolla), Moctezuma, Sonora, Mexico"
49146,"Rodriguez Triple Junction, Central Indian Ridge, Indischer Ozean"
49150,"Mine de Kaltenberg, Oberems, Valais, Switzerland"
49152,"Cave Serpentino, Chiesa in Valmalenco, Sondrio, Italy"
49093,"Oberdorf, Nidwalden, Switzerland"
49094,"Quarry Jean Bûche, Court, Bern, Switzerland"
49095,"Quarry Grendelfluh, Trimbach, Solothurn, Switzerland"
49096,"Quarry Klus, Balsthal, Solothurn, Switzerland"
49098,"Quarry ""La male Côte"", Asuel, Jura, Switzerland"
49099,"Quarry Champoz, Bern, Switzerland"
49100,"Quarry Vorauegg, Wenslingen, Basel-Landschaft, Switzerland"
49101,"Quarry Leimgruber, Rothacker, Walterswil, Solothurn, Switzerland"
49102,"Quarry Chrisental, Däniken, Solothurn, Switzerland"
49104,"Quarry Im Bödeli, Seewen, Solothurn, Switzerland"
49105,"Quarry Scherzberg, Lupfig, Aargau, Switzerland"
49106,"Quarry Löchli, Däniken, Solothurn, Switzerland"
49107,"Quarry Rothacker, Walterswil, Solothurn, Switzerland"
49108,"Quarry Guber near Schoried, Alpnach, Obwalden, Switzerland"
49109,"Quarry Flühli, Sachseln, Obwalden, Switzerland"
49110,"Quarry St-Ursanne, Jura, Switzerland"
49114,"Quarry Fuchsloch, Dornach, Solothurn, Switzerland"
49115,"Quarry Wilerwald, Sarnen, Obwalden, Switzerland"
49116,"Quarry zwischen La Goule und Noirmont, Le Noirmont, Jura, Switzerland"
49117,"Quarry Redelsflue am Forstberg, Röschenz, Basel-Landschaft, Switzerland"
49118,"Quarry Haulenrain-Eschenholz, Balsthal, Solothurn, Switzerland"
49120,"Quarry Le Saucy, Tramelan, Bern, Switzerland"
49121,"Quarry Aux Seignattes, Les Breuleux, Jura, Switzerland"
49122,"Quarry Perchet, Damvant, Jura, Switzerland"
49124,"Quarry Neuberg, Tenniken, Basel-Landschaft, Switzerland"
49125,"Quarry La Caquerelle, Asuel, Jura, Switzerland"
49126,"Quarry Les Reussilles, Tramelan, Bern, Switzerland"
49128,"Quarry ""Ronde Planche"", Les Breuleux, Jura, Switzerland"
49129,"Quarry Sur le Bémont, Saignelégier, Jura, Switzerland"
49131,"Quarry Cluse de Vorbourg, Delémont, Jura, Switzerland"
49132,"Quarry Reconvilier, Bern, Switzerland"
49133,"Quarry Delémont, Jura, Switzerland"
49134,"Quarry Lopperberg, Stansstad, Nidwalden, Switzerland"
49135,"Quarry ""Buch"", Kilchberg, Basel-Landschaft, Switzerland"
49137,"Quarry Pré-Petitjean, Montfaucon, Jura, Switzerland"
49138,"Quarry Dammbach, Hemmiken, Basel-Landschaft, Switzerland"
49140,"Quarry Langweidli near Burg, Schwyz, Schwyz, Switzerland"
49141,"Quarry Dölli, Alpnachstad, Obwalden, Switzerland"
49153,"Lolionda, Arusha Region, Tanzania"
49158,"obere Rimpfischwäng, Zermatt, Walis, Switzerland"
49166,"Tälfsch, Küblis, Grisons, Switzerland"
49167,"Rivöra (Corcapolo), Intragna, Ticino, Switzerland"
49169,"Capo Bianco, Portoferraio, Elba, Italy"
49170,"Plan du Fou, Isérables, Valais, Switzerland"
49171,"Olgiasca, Lecco, Lombardei, Italy"
49172,"Redeyef, Tunisia"
49173,"Al Budayyi', Bahrain"
49174,"Sar-e-Sang District, Badakhshan, Afghanistan"
49176,"Maingebiet, Unterfanken, Bavaria oder Baden-Württemberg, Germany"
49177,"Ajka, Veszprém, Hungary"
49178,"Monte da Guja, Jlha do Faial, Azoren, Portugal"
49180,"Gischigletscher, Binn, Valais, Switzerland"
49181,"Mine de fluorite, Tête des Econduits, Mont Chemin, Vollèges, Valais, Switzerland"
49194,"Nani, Loliondo, Arusha-Region, Tanzania"
49195,"Héming, Moselle, Lorraine, France"
49184,"Tongrube Fasiswald, Hägendorf, Solothurn, Switzerland"
49185,"N'Chwaning II Mine, Kalahari Manganese Fields, Northern Cape Province, South Africa"
49190,"Alp d'Arena, Peccia, Ticino, Switzerland"
49191,"Val Sambuco, Fusio, Ticino, Switzerland"
49201,"Maruso, Claro, Ticino, Switzerland"
49202,"Mt. Ouichane, Ségangan, Nador, Morocco"
31000,"Elmwood Mine, Carthage, Smith County, Tennessee, USA"
31001,"Wasserstollen, Andermatt, Uri, Switzerland"
31006,"Glove Mine, Amado, Santa Cruz County, Arizona, USA"
31011,"Stbr. Forstberg, Röschenz, Basel-Landschaft, Switzerland"
31018,"Granatkogel, Moos in Passeier, Trentino-Alto Adige, Italy"
31019,"Campi, Sils im Domleschg, Grisons, Switzerland"
31025,"Mine Baia, Conselheiro Mata, Minas Gerais, Brazil"
31032,"Claus, Tujetsch, Grisons, Switzerland"
31040,"Schrää, Calfeisental, Pfäfers, St. Gallen, Switzerland"
31043,"Scopi, Medel (Lucmagn), Ticino, Switzerland"
31044,"Nordtessin, Switzerland"
31046,"Alp Persol, Pfäfers, St. Gallen, Switzerland"
31051,"Tschingelstöck, Disentis/Mustér, Grisons, Switzerland"
31066,"Vallée du Trient, Valais, Switzerland"
31067,"Pizzo Meda, Val Bedretto, Ticino, Switzerland"
31072,"Schwarzstöckli (hinteres Maderanertal), Silenen, Uri, Switzerland"
31074,"Val Milà, Tujetsch, Grisons, Switzerland"
31080,"vorderes Galmihorn, Valais, Switzerland"
31085,"Gamserälpli, Pfäfers, St. Gallen, Switzerland"
31092,"Cristallina, Fusio, Ticino, Switzerland"
31099,"Quarry der Zementfabrik, Cornaux, Neuchâtel, Switzerland"
31105,"Huaraz, Peru"
31106,"Quarry Götz-Kottmann, Schelklingen, Alb-Donau-Kreis, Baden-Württemberg, Germany"
31116,"Mangangrube St. Prix near Autun, Autun, Saône-et-Loire, France"
31119,"Edjeleh, Sahara"
31120,"Wiesloch, Rhein-Neckar-Kreis, Baden-Württemberg, Germany"
31123,"Chollergrabe (Kohlergraben), Binn, Valais, Switzerland"
31126,"Ehrenfriedersdorf, Chemnitz, Saxony, Germany"
31128,"Tamdafelt, Morocco"
31131,"Lamme, Ernen, Valais, Switzerland"
31136,"Ronco, Gerra (Gambarogno), Ticino, Switzerland"
31143,"Martigny, Valais, Switzerland"
31144,"Piani di Verdabbio, Verdabbio, Grisons, Switzerland"
31148,"Lukmaniergegend, Grisons, Switzerland"
31524,"Fassatal, Trento, Trentino-Alto Adige, Italy"
31526,"Erzgebirge, Germany"
31527,"Winterswijk, Gelderland, Netherlands"
31530,"Alpe di Cavanna, Bedretto, Ticino, Switzerland"
31535,"Piz Starlera, Medel (Lucomagn), Grisons, Switzerland"
31537,"Piz Garviel, Medel (Lucomagn), Grisons, Switzerland"
31539,"Renéville, Katanga (Shaba), Demokratische Republik Congo (Zaire)"
31540,"Monte Pü, Camperio, Ticino, Switzerland"
31548,"Quarry nähe Flüh, Leymen, Haut-Rhin, France"
31549,"Wausau Pluton (# 200), Rib Mountain, Marathon County, Wisconsin, USA"
31552,"Adit Cantina, Alp Nursera, Andeer, Grisons, Switzerland"
31558,"Meckley's Quarry, Mandata, Northumberland County, Pennsylvania, USA"
31560,"Piz Miez, Medel (Lucomagn), Grisons, Switzerland"
31563,"Sur Moron, Saint-Brais, Jura, Switzerland"
31566,"Beggingen, Schaffhausen, Switzerland"
31572,"N'Chwaning Mine, Kalahari Manganese Field, Northern Cape Province, South Africa"
31573,"Vattiz, Degen, Grisons, Switzerland"
31574,"Collina di Daro, Bellinzona, Ticino, Switzerland"
31581,"Gelbhorn, Casti-Wergenstein, Grisons, Switzerland"
31585,"Altenmittlau, Freigericht, Hesse, Germany"
31586,"Ely, Nevada, USA"
31592,"Forchheim, Oberfranken, Bavaria, Germany"
31593,"Weisser Graben, Mönthal, Aargau, Switzerland"
31594,"Unterstürmig near Forchheim, Oberfranken, Bavaria, Germany"
31595,"Böckten, Basel-Landschaft, Switzerland"
31598,"Mine Erzengel, Schierengrund, Einbachtal, Hausach, Offenburg, Baden-Württemberg, Germany"
31599,"79 Mine near Hayden, Dripping Springs Mountains, Pina County, Arizona, USA"
31601,"Mine Klrka, Turkey"
31611,"Munitions-Stollen, Raron, Valais, Switzerland"
31158,"Mine Füsseberg, Biersdorf, Altenkirchen, Rhineland-Palatinate, Germany"
31159,"Mine Wolf, Herdorf, Altenkirchen, Rhineland-Palatinate, Germany"
31161,"Florisetta, Sizilien, Italy"
31162,"Riggi, Lärcheltini (Lercheltini), Binn, Valais, Switzerland"
31170,"Vasön, St. Gallen, Switzerland (Kalkalpen!)"
31172,"Phonolithsteinbruch Oberschaffhausen, Kaiserstuhl, Freiburg, Baden-Württemberg, Germany"
31173,"Rammelsbach, Münstertal, Freiburg, Baden-Württemberg, Germany"
31618,"Danielstollen, Leogang, Salzburg, Austria"
31621,"Oberalp, Tujetsch, Grisons, Switzerland"
31623,"Kelly Mine,  Socorro County, New Mexico, USA"
31624,"Quarry Mühlen der Ulmer Weisskalkwerke, UBlaustein, Alb-Donau-Kreis, Baden-Württemberg, Germany"
31625,"Quarry am Eicher Sattel, Nickenich, Mayen-Koblenz, Rhineland-Palatinate, Germany"
31629,"Aiguille du Tour, Trient, Valais, Switzerland"
31630,"Magnet Mine, Waratah, Tasmania, Australia"
31632,"Oberaargletscher, Guttannen, Bern, Switzerland"
31635,"Peske Quarry, Raymond, Black Hawk County, Iowa, USA"
31179,"Galgenhügel near Ernen, Valais, Switzerland"
31180,"Rhonegletscher near Belvedère, Oberwald, Valais, Switzerland"
31195,"Vorder-Giuv, Tujetsch, Grisons, Switzerland"
31199,"Schlageten, St. Blasien, Waldshut, Baden-Württemberg, Germany"
31200,"Bovernier, Valais, Switzerland"
31201,"Rheinhafen Rheinfelden, Lörrach, Baden-Württemberg, Germany"
31202,"Stbr. Wasenhaus, Titterten, Basel-Landschaft, Switzerland"
31218,"Pasto Bueno, Pallasca, Ancash, Peru"
31220,"Nordland, Norway"
31227,"Casapalca, Huarochiri, Lima, Peru"
31228,"Huaron, Derro de Pasco, Pasco, Peru"
31229,"Adit Maggiola, Goldgrube Gondo, Zwischenbergen, Valais, Switzerland"
31231,"Vulcano, Lipari, Messina, Italy"
31240,"Meiental, Wassen, Uri, Switzerland"
31241,"Alpstein, Schwende, Appenzell-Innerrhoden, Switzerland"
31242,"Péage de Vizille, Isère, France"
31260,"Mezice (Miess), Slovenia"
31262,"Schofberg, Wildhaus, St. Gallen, Switzerland"
31264,"Cristallina, Medel (Lucmagn), Grisons, Switzerland"
31267,"Val d' Aosta, Italy"
31281,"Südseite Gornergrat, Zermatt, Valais, Switzerland"
31637,"Halden am Breinigerberg, Stolberg, Aachen, North Rhine-Westphalia, Germany"
31639,"Halden am Oskarstollen near La Calamine, Calamine"
31640,"Veracruz, Mexico"
31643,"Belchentunnel, Basel-Landschaft/Solothurn, Switzerland"
31651,"Hallau, Schaffhausen, Switzerland"
31289,"Cima Bianca, Bergell, Grisons, Switzerland"
31293,"Scaleglia, Disentis/Mustér, Grisons, Switzerland"
31294,"Muttgletscher (Gletscher near Gratschliecht), Oberwald, Valais, Switzerland"
31301,"Alpen, Switzerland"
31303,"Saint-Etienne, Loire, France"
31306,"Monte Sissone, Valmalenco, Sondrio, Italy"
31318,"Mine St. Prix, Autun, Saône-et-Loire, France"
31322,"Mine Eisenkaute, Weickartshain, Giessen, Hesse, Germany"
